Age_band_of_driver,Educational_level,Driving_experience,Service_year_of_vehicle,Number_of_vehicles_involved,Number_of_casualties,Age_band_of_casualty,Casualty_severity,Accident_severity,Sex_of_driver_Female,Sex_of_driver_Male,Sex_of_driver_Unknown,Vehicle_driver_relation_Employee,Vehicle_driver_relation_Other,Vehicle_driver_relation_Owner,Vehicle_driver_relation_Unknown,Owner_of_vehicle_Governmental,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Road_surface_type_Asphalt roads,Road_surface_type_Asphalt roads with some distress,Road_surface_type_Earth roads,Road_surface_type_Gravel roads,Road_surface_type_Other,Road_surface_conditions_Dry,Road_surface_conditions_Flood over 3cm. deep,Road_surface_conditions_Snow,Road_surface_conditions_Wet or damp,Light_conditions_Darkness - lights lit,Light_conditions_Darkness - lights unlit,Light_conditions_Daylight,Sex_of_casualty_Female,Sex_of_casualty_Male,Sex_of_casualty_unknown,Fitness_of_casuality_Blind,Fitness_of_casuality_Deaf,Fitness_of_casuality_Normal,Fitness_of_casuality_Other,Fitness_of_casuality_unknown,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Time_encoded,Type_of_vehicle_encoded,Area_accident_occured_encoded,Lanes_or_Medians_encoded,Road_allignment_encoded,Types_of_Junction_encoded,Weather_conditions_encoded,Type_of_collision_encoded,Vehicle_movement_encoded,Cause_of_accident_encoded,Pedestrian_movement_encoded
0,1,1,5,3,1,3,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8374558303886925,1.8603411513859276,1.8417085427135678,1.8334981866139137,1.8345315659402381,1.877668782458165,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8567656765676568,1.8360241625480505
0,1,2,1,3,1,2,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8434782608695652,1.8621041879468845,1.8432727272727272,1.8352402745995424,1.8343999101830022,1.881257275902212,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
1,4,0,5,3,1,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.8392857142857142,1.8277419354838709,1.8395672333848532,1.8288787483702738,1.8335958595859585,1.8758620689655172,1.8268872030841936,1.8125,1.834099396725079,1.8214285714285714,1.8348573317175279
0,1,3,5,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.778012684989429,1.827140549273021,1.8370597243491578,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.7774607703281027,1.8244897959183672,1.8178603006189213,1.835566783831283
0,4,2,3,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.7768595041322315,1.8568527918781725,1.8315854410857495,1.8239600665557405,1.8294879009566685,1.8263985205732778,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8542372881355933,1.8317038339009117
1,4,1,5,2,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8229376257545271,1.8277419354838709,1.8429602888086642,1.8328940432261465,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8296167247386759,1.8348573317175279
0,1,3,3,2,1,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8360995850622406,1.8603411513859276,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8567656765676568,1.8360241625480505
0,4,1,5,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8888888888888888,1.827140549273021,1.8370597243491578,1.828981723237598,1.81994459833795,1.8354603463992707,1.8289620882535738,1.8542274052478134,1.8362339514978603,1.8358003442340791,1.835566783831283
0,1,3,3,1,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8527291452111225,1.8603411513859276,1.8449704142011834,1.8306636155606408,1.8345315659402381,1.8163923846402066,1.8271774394809084,1.8396345748418834,1.8248772504091653,1.8310051107325382,1.8360241625480505
0,4,3,5,2,1,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.7661290322580645,1.8629283489096573,1.8426966292134832,1.8247764160317985,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.8202866593164277,1.8135593220338984
0,4,1,1,2,1,1,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.7650727650727651,1.853582554517134,1.8395672333848532,1.8288787483702738,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8125,1.834099396725079,1.8570508692852543,1.8348573317175279
0,4,3,2,2,2,3,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.8656716417910448,1.8216805644644003,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8078947368421052,1.8414055080721747,1.8338945005611673,1.8419618528610355,1.8456413103831204,1.8317038339009117
0,4,3,0,2,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.8783783783783783,1.8366274706029522,1.8417085427135678,1.8334981866139137,1.8235294117647058,1.8163923846402066,1.8518173345759552,1.8396345748418834,1.835801765878667,1.8240146654445464,1.8360241625480505
0,4,4,5,2,2,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.896103896103896,1.853582554517134,1.8395672333848532,1.8405365126676603,1.8335958595859585,1.8118682751874797,1.8532961931290621,1.8376140350877193,1.826086956521739,1.8296167247386759,1.8348573317175279
0,4,3,5,2,3,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8487544483985765,1.8216805644644003,1.8410852713178294,1.8239600665557405,1.8241758241758241,1.8767123287671232,1.9079497907949792,1.794836956521739,1.8293031907282873,1.8479948253557568,1.8317038339009117
0,2,3,5,2,3,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8601769911504424,1.8277419354838709,1.8395672333848532,1.8328940432261465,1.8313953488372092,1.8758620689655172,1.9213973799126638,1.8376140350877193,1.834099396725079,1.8570508692852543,1.8348573317175279
0,4,2,2,2,3,0,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.858736059479554,1.8319661943823018,1.8646441073512252,1.8325605358062855,1.8338205531819205,1.8739255014326648,1.9030837004405285,1.799151343705799,1.8360820306898036,1.8473917869034406,1.8334981866139137
2,1,2,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.778012684989429,1.827140549273021,1.8067278287461774,1.8352402745995424,1.8343999101830022,1.881257275902212,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,2,2,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.7768595041322315,1.8216805644644003,1.83594604447685,1.8292555960437271,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8282097649186257,1.8317038339009117
0,4,2,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.8276762402088773,1.8277419354838709,1.8395672333848532,1.8328940432261465,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8168273444347065,1.8348573317175279
0,4,4,1,2,2,4,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.6027397260273972,1.8629283489096573,1.8348457350272231,1.8247764160317985,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,4,2,5,2,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6285714285714286,1.827140549273021,1.8432727272727272,1.830289193302892,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8178603006189213,1.835566783831283
0,1,1,5,2,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6027397260273972,1.82784,1.8316279069767443,1.8375558867362145,1.8246913580246913,1.8109339407744875,1.82715281234445,1.826896551724138,1.8411552346570397,1.832582322357019,1.8334981866139137
2,4,1,5,2,4,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.7661290322580645,1.8629283489096573,1.8149253731343284,1.8247764160317985,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8411552346570397,1.8112379280070237,1.8334981866139137
1,1,1,5,2,4,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.778012684989429,1.827140549273021,1.8278388278388278,1.8262150220913107,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8345588235294117,1.8178603006189213,1.835566783831283
1,4,1,5,2,4,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.778012684989429,1.8846153846153846,1.8414779499404053,1.8352402745995424,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8186666666666667,1.8244897959183672,1.8361774744027304,1.835566783831283
1,4,3,5,2,4,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.7661290322580645,1.8319661943823018,1.8316279069767443,1.8375558867362145,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.8112379280070237,1.8334981866139137
1,4,1,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.8396739130434783,1.8303904501367818,1.8315854410857495,1.8239600665557405,1.8294879009566685,1.8355263157894737,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8456413103831204,1.8317038339009117
1,4,0,5,2,1,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.8396739130434783,1.8303904501367818,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8355263157894737,1.8243914555389966,1.8338945005611673,1.8409090909090908,1.8282097649186257,1.7878787878787878
0,4,1,5,2,1,4,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.7848101265822784,1.8629283489096573,1.8149253731343284,1.8356164383561644,1.8338205531819205,1.8739255014326648,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,4,0,3,2,1,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.7848101265822784,1.82784,1.845679012345679,1.8356164383561644,1.8338205531819205,1.8739255014326648,1.82715281234445,1.799151343705799,1.8360433604336044,1.7959183673469388,1.8334981866139137
0,4,2,3,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.8634496919917864,1.8216805644644003,1.844626168224299,1.8292555960437271,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.794836956521739,1.8293031907282873,1.8456413103831204,1.8317038339009117
0,4,2,3,2,1,2,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.860392967942089,1.8311688311688312,1.8395672333848532,1.830921553693831,1.8335958595859585,1.8758620689655172,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8168273444347065,1.8348573317175279
0,1,1,4,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8588770864946889,1.8319661943823018,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.852374839537869,1.8334981866139137
0,1,4,1,2,2,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.8276762402088773,1.8277419354838709,1.8429602888086642,1.8288787483702738,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8219824679703305,1.834099396725079,1.8570508692852543,1.8348573317175279
0,4,2,1,2,2,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8309492847854356,1.8322114185988532,1.8432727272727272,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.861256544502618,1.835566783831283
1,4,3,1,3,3,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8257261410788381,1.8268482490272373,1.8316279069767443,1.8247764160317985,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.852374839537869,1.8334981866139137
0,2,0,4,3,3,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8360995850622406,1.8232499208108963,1.9021739130434783,1.8334981866139137,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8466593647316538,1.8360241625480505
1,4,2,1,3,3,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8244111349036403,1.8322114185988532,1.8370597243491578,1.8352402745995424,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.799342105263158,1.835566783831283
0,4,0,5,2,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.821629213483146,1.8311688311688312,1.8395672333848532,1.8328940432261465,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8219824679703305,1.826086956521739,1.8539140022050717,1.8348573317175279
2,4,3,5,2,1,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.8241279069767442,1.82784,1.8316279069767443,1.8247764160317985,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,4,4,5,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8487544483985765,1.8216805644644003,1.8315854410857495,1.8564593301435406,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8305602716468592,1.8317038339009117
0,1,1,5,3,5,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.830935251798561,1.8568527918781725,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.826027397260274,1.835820895522388,1.8479948253557568,1.8317038339009117
0,4,2,3,3,5,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.830935251798561,1.8303904501367818,1.923913043478261,1.8292555960437271,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.8338945005611673,1.832140015910899,1.796276013143483,1.8317038339009117
0,1,2,3,3,5,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.8434782608695652,1.8319661943823018,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8739255014326648,1.82715281234445,1.826896551724138,1.8411552346570397,1.832582322357019,1.8334981866139137
0,4,0,5,3,5,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.8434782608695652,1.827140549273021,1.8370597243491578,1.8262150220913107,1.8343999101830022,1.881257275902212,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8471834913552705,1.835566783831283
0,4,2,1,3,5,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.8434782608695652,1.8347160178685387,1.8370597243491578,1.828981723237598,1.8343999101830022,1.881257275902212,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.861256544502618,1.835566783831283
0,5,2,5,3,5,4,3,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.8374558303886925,1.8366274706029522,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.877668782458165,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8310051107325382,1.8360241625480505
0,2,1,5,3,5,2,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8434782608695652,1.82784,1.8149253731343284,1.8325605358062855,1.8338205531819205,1.8739255014326648,1.82715281234445,1.8375400920373728,1.8360820306898036,1.8473917869034406,1.8334981866139137
2,4,0,1,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8434782608695652,1.827140549273021,1.8370597243491578,1.828981723237598,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8244897959183672,1.8471834913552705,1.835566783831283
1,4,2,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8434782608695652,1.82784,1.8149253731343284,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8411552346570397,1.8128654970760234,1.8334981866139137
0,4,1,5,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.7768595041322315,1.8303904501367818,1.8315854410857495,1.8239600665557405,1.8294879009566685,1.8263985205732778,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8479948253557568,1.8317038339009117
0,4,5,1,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.7661290322580645,1.8319661943823018,1.8149253731343284,1.8531994981179423,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,4,3,5,2,2,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.7848101265822784,1.8319661943823018,1.8348457350272231,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.82715281234445,1.799151343705799,1.8360820306898036,1.8473917869034406,1.8334981866139137
1,4,3,2,2,2,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.7469879518072289,1.8288524590163935,1.83594604447685,1.8292555960437271,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.826027397260274,1.832140015910899,1.8282097649186257,1.8317038339009117
0,4,2,5,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8241279069767442,1.8268482490272373,1.8348457350272231,1.8531994981179423,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.8473917869034406,1.8334981866139137
0,2,1,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.821629213483146,1.853582554517134,1.8235294117647058,1.8328940432261465,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8376140350877193,1.8314606741573034,1.8296167247386759,1.8348573317175279
0,2,1,5,2,2,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.822085889570552,1.8303904501367818,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.826027397260274,1.8293031907282873,1.7888675623800383,1.8317038339009117
0,4,4,5,2,2,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.7929936305732483,1.8366274706029522,1.8321592649310874,1.8306636155606408,1.8345315659402381,1.877668782458165,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8240146654445464,1.8360241625480505
0,4,3,2,2,1,0,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8588770864946889,1.8268482490272373,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8241491085899513,1.8202866593164277,1.8334981866139137
0,4,3,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8728943338437978,1.8277419354838709,1.8395672333848532,1.8526946107784432,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8125,1.834099396725079,1.8539140022050717,1.8348573317175279
0,1,1,1,2,3,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8487544483985765,1.8303904501367818,1.8315854410857495,1.8239600665557405,1.8333333333333333,1.8263985205732778,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.7888675623800383,1.8317038339009117
0,4,1,1,2,3,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.86,1.8603411513859276,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.7969613259668509,1.8248772504091653,1.8240146654445464,1.8360241625480505
0,5,3,3,2,3,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.86,1.8232499208108963,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8240146654445464,1.8360241625480505
0,1,2,5,2,3,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.822085889570552,1.8216805644644003,1.83594604447685,1.8462664714494876,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.8338945005611673,1.8409090909090908,1.796276013143483,1.8317038339009117
0,4,4,3,2,3,3,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8125,1.8322114185988532,1.8067278287461774,1.8612862547288778,1.8343999101830022,1.881257275902212,1.8289620882535738,1.8186666666666667,1.8362339514978603,1.8178603006189213,1.835566783831283
0,1,4,4,2,3,4,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.8012422360248448,1.8343373493975903,1.8235294117647058,1.8328940432261465,1.8335958595859585,1.8758620689655172,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8296167247386759,1.8348573317175279
3,4,4,5,3,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.8241279069767442,1.82784,1.8646441073512252,1.8531994981179423,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8135593220338984
0,4,2,5,3,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.821629213483146,1.8343373493975903,1.8429602888086642,1.8288787483702738,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8539140022050717,1.8284518828451883
